Misc_PD,Kickoffs_Lg,Extra Points_Pct,Passing_Att,Res,Punts_Blk,Kickoff Returns_Yds,Receiving_Tar,Punt Returns_Yds,Field Goals_Lg,Lg,Passing_Sack,Punt Returns_Lg,Receiving_Rec,Kickoff Returns_Num,Passing_Loss,Touchdowns_P,Opponent Returns_RYds,Punt Returns_Avg,Rushing_TD,Passing_Cmp,Recoveries_Own,Passing_Int,Interceptions_TD,Punts_Lg,Kickoffs_OB,Opp. Returns_TD,Touchdowns_IR,Kickoffs_TB,Kickoffs_TBLZ,Punt Returns_Num,Kickoff Returns_TD,Field Goals_50+,Punt Returns_FC,Punts_Yds,Field Goals_20-29,Sacks_Sack,Kickoff Returns_Lg,Rushing_Gain,Rushing_Att,Kickoff Returns_FC,Field Goals_FGA,Opp. Returns_RYds,Passing_Pct,Opponent Returns_Ret,Punt Returns_TD,Opponent Returns_TD,Passing_YPA,Date,Touchdowns_R,Tackles_Ast,Kickoffs_Avg,Misc_QBH,Recoveries_Opp,Field Goals_FGM,Rushing_Avg,Punts_50+,Punts_Avg,Passing_Yds,Field Goals_0-19,Kickoffs_Yds,Interceptions_Int,Returns_Yds,Punts_Net,Rushing_FD,Touchdowns_PR,Passing_Int%I%,Receiving_20+,Pts,Field Goals_30-39,Passing_Rate,Punts_In20,Extra Points_XPA,Returns_TD,Kicking_PAT,Field Goals_40-49,Fumbles_Fum,Fumbles_Forced,Receiving_FD,Receiving_TD,Rushing_Yds,Kickoffs_Num,Interceptions_Lg,Kickoffs_Short,Punts_Dwn,Field Goals_Pct,Recoveries_Tot,Passing_FD,Touchdowns_KR,Tackles_Solo,Rushing_Loss,Opp. Returns_Ret,Receiving_Avg,Kickoff Returns_Avg,Opp,Touchdowns_Tot,Fumbles_Lost,Misc_Pts,Passing_20+,Receiving_YAC,Extra Points_XPM,Punts_TB,Receiving_Yds,Onside Kicks_OSR,Passing_TD%T%,Tackles_Tot,Punts_FC,Passing_TD,Misc_Saf,Punts_Num,Kicking_FG,Sacks_YdsL,Receiving_Lg,Interceptions_Avg,Team,Punts_OB,Onside Kicks_OSK,Passing_Lg,Interceptions_Yds,Rushing_Lg,Touchdowns_FR,Kickoffs_In20,Rushing_10+,Player_Name,Misc_Conv
,,,,"L, 17-16",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12/02/01,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs NE,0,,0,,,,,,,,,,,0,,0/0,,,,NYJ,,,,,,0,,,John Abraham,0
,,,,"L, 18-7",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12/09/01,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ PIT,0,,0,,,,,,,,,,,0,,0/0,,,,NYJ,,,,,,0,,,John Abraham,0
,,,,"W, 15-14",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12/16/01,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs CIN,0,,0,,,,,,,,,,,0,,0/0,,,,NYJ,,,,,,0,,,John Abraham,0
,,,,"W, 29-28",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12/23/01,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ IND,0,,0,,,,,,,,,,,0,,0/0,,,,NYJ,,,,,,0,,,John Abraham,0
,,,,"L, 14-9",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12/30/01,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs BUF,0,,0,,,,,,,,,,,0,,0/0,,,,NYJ,,,,,,0,,,John Abraham,0
,,,,"W, 24-22",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,01/06/02,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ OAK,0,,0,,,,,,,,,,,0,,0/0,,,,NYJ,,,,,,0,,,John Abraham,0
,,,,"L, 38-24",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,01/12/02,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ OAK,0,,0,,,,,,,,,,,0,,0/0,,,,NYJ,,,,,,0,,,John Abraham,0
,,,,"L, 45-24",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/09/01,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs IND,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
,,,,"W, 10-3",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/23/01,,,,,1,,,,,,,,,0,,,,,,,,,,,0,,,0,1,,,,,,,,,1,,,,,,,,@ NE,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
,,,,"L, 19-17",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/01/01,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs SF,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
,,,,"W, 42-36",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/07/01,,,,,1,,,,,,,,,7,,,,,,,,,,,1,,,0,1,,,,,,,,,1,,,,,,,,@ BUF,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
,,,,"W, 21-17",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/14/01,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,1,,,,,,,,,0,,,,,,,,vs MIA,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
,,,,"L, 34-14",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/21/01,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs STL,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
,,,,"W, 13-12",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/28/01,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ CAR,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
,,,,"W, 16-9",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11/04/01,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ NO,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
,,,,"W, 27-7",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11/11/01,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,1,,,,,,,,,0,,,,,,,,vs KC,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
,,,,"W, 24-0",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11/18/01,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ MIA,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
,,,,"L, 17-16",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12/02/01,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,1,,,,,,,,,0,,,,,,,,vs NE,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
,,,,"L, 18-7",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12/09/01,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ PIT,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
,,,,"W, 15-14",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12/16/01,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs CIN,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
,,,,"W, 29-28",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12/23/01,,,,,1,,,,,,,,,0,,,,,,,,,,,0,,,0,1,,,,,,,,,1,,,,,,,,@ IND,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
,,,,"L, 14-9",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12/30/01,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs BUF,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
,,,,"W, 24-22",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,01/06/02,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ OAK,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
,,,,"L, 38-24",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,01/12/02,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ OAK,,0,,,,,,,,,,,,,,,,,,NYJ,,,,,,,,,John Abraham,
--,,,,"L, 20-17",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,08/09/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,@ JAX,,,,,,,,,,,0,,,,,,0.0,,0.00,ATL,,,,0,,,,,John Abraham,
,,,,"L, 16-9",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/16/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs IND,,,,,,,,,,,,,,,,,,,,ATL,,,,,,,,,John Abraham,
--,,,,"W, 17-3",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,08/22/08,,1,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,,vs TEN,,,,,,,,,,,4,,,,,,8.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"W, 10-9",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,08/28/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,@ BAL,,,,,,,,,,,0,,,,,,0.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"W, 34-21",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,3.0,,,,,,,,,,,,09/07/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,,,,,vs DET,,,,,,,,,,,4,,,,,,16.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"L, 24-9",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,09/14/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,@ TB,,,,,,,,,,,1,,,,,,5.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"W, 38-14",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,2.0,,,,,,,,,,,,09/21/08,,1,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,vs KC,,,,,,,,,,,3,,,,,,11.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"L, 24-9",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,09/28/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,@ CAR,,,,,,,,,,,1,,,,,,0.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"W, 27-24",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,10/05/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,6,,,,,@ GB,,,,,,,,,,,6,,,,,,5.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"W, 22-20",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,10/12/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,vs CHI,,,,,,,,,,,2,,,,,,0.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"L, 27-14",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,10/26/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,@ PHI,,,,,,,,,,,1,,,,,,0.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"W, 24-0",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,3.0,,,,,,,,,,,,11/02/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,5,,,,,@ OAK,,,,,,,,,,,5,,,,,,16.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"W, 34-20",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,11/09/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,vs NO,,,,,,,,,,,1,,,,,,6.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"L, 24-20",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,11/16/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,vs DEN,,,,,,,,,,,2,,,,,,0.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"W, 45-28",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,11/23/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,vs CAR,,,,,,,,,,,2,,,,,,8.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"W, 22-16",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.5,,,,,,,,,,,,11/30/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,@ SD,,,,,,,,,,,1,,,,,,4.5,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"L, 29-25",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,12/07/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,@ NO,,,,,,,,,,,1,,,,,,0.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"W, 13-10",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,3.0,,,,,,,,,,,,12/14/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,,vs TB,,,,,,,,,,,3,,,,,,33.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"W, 24-17",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,12/21/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,,,,,@ MIN,,,,,,,,,,,4,,,,,,5.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"W, 31-27",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,12/28/08,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,vs STL,,,,,,,,,,,1,,,,,,0.0,,0.00,ATL,,,,0,,,,,John Abraham,
--,,,,"L, 30-24",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,01/03/09,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,@ ARI,,,,,,,,,,,2,,,,,,0.0,,0.00,ATL,,,,0,,,,,John Abraham,
,,,,"L, 20-17",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,08/09/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ JAX,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"L, 16-9",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/16/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs IND,,,,,,,,,,,,,,,,,,,,ATL,,,,,,,,,John Abraham,
,,,,"W, 17-3",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,08/22/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs TEN,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"W, 10-9",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,08/28/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,/,,,,,,,,,,,,,,0,,,,,,@ BAL,0,,0,,,,,,,,,,,0,,/,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"W, 34-21",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,09/07/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs DET,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"L, 24-9",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,09/14/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ TB,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"W, 38-14",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,09/21/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs KC,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"L, 24-9",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,09/28/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ CAR,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"W, 27-24",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,10/05/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ GB,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"W, 22-20",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,10/12/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs CHI,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"L, 27-14",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,10/26/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ PHI,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"W, 24-0",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11/02/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ OAK,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"W, 34-20",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11/09/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs NO,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"L, 24-20",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11/16/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs DEN,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"W, 45-28",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11/23/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs CAR,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"W, 22-16",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11/30/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ SD,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"L, 29-25",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12/07/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ NO,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"W, 13-10",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12/14/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs TB,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"W, 24-17",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12/21/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ MIN,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"W, 31-27",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12/28/08,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs STL,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"L, 30-24",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,01/03/09,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ ARI,0,,0,,,,,,,,,,,0,,0/0,,,,ATL,,,,,,0,,,John Abraham,0
,,,,"L, 20-17",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/08,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ JAX,,0,,,,,,,,,,,,,,,,,,ATL,,,,,,,,,John Abraham,
,,,,"L, 16-9",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/16/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs IND,,,,,,,,,,,,,,,,,,,,ATL,,,,,,,,,John Abraham,
,,,,"W, 17-3",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08/22/08,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs TEN,,0,,,,,,,,,,,,,,,,,,ATL,,,,,,,,,John Abraham,
,,,,"W, 10-9",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08/28/08,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ BAL,,0,,,,,,,,,,,,,,,,,,ATL,,,,,,,,,John Abraham,
,,,,"W, 34-21",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/07/08,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs DET,,0,,,,,,,,,,,,,,,,,,ATL,,,,,,,,,John Abraham,
,,,,"L, 24-9",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/14/08,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,1,,,,,,,,,0,,,,,,,,@ TB,,0,,,,,,,,,,,,,,,,,,ATL,,,,,,,,,John Abraham,
,,,,"W, 38-14",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/21/08,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,1,,,,,,,,,0,,,,,,,,vs KC,,0,,,,,,,,,,,,,,,,,,ATL,,,,,,,,,John Abraham,
,,,,"L, 24-9",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/28/08,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ CAR,,0,,,,,,,,,,,,,,,,,,ATL,,,,,,,,,John Abraham,
,,,,"W, 27-24",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/05/08,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ GB,,0,,,,,,,,,,,,,,,,,,ATL,,,,,,,,,John Abraham,
,,,,"W, 22-20",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/12/08,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs CHI,,0,,,,,,,,,,,,,,,,,,ATL,,,,,,,,,John Abraham,
,,,,"L, 27-14",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/26/08,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ PHI,,0,,,,,,,,,,,,,,,,,,ATL,,,,,,,,,John Abraham,
